  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123202097,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123205539,        420,        165,     14, "\_SB.ATKD.WMNB",              555
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123205547,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123212153,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123213682,        420,        165,     14, "\_SB.ATKD.WMNB",              556
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123213686,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123218158,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123219449,        420,        165,     14, "\_SB.ATKD.WMNB",              557
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123219453,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123223152,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123347883,        420,        165,     14, "\_SB.ATKD.WMNB",              558
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123347890,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564123356943,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143262992,        420,        165,     14, "\_SB.ATKD.WMNB",              559
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143263000,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143269465,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143273438,        420,        165,     14, "\_SB.ATKD.WMNB",              560
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143273442,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143277677,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   14,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143281172,        420,        165,     14, "\_SB.ATKD.WMNB",              561
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   14,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143281179,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143285362,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143287211,        420,        165,     14, "\_SB.ATKD.WMNB",              562
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143287215,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143290579,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143422332,        420,        165,     14, "\_SB.ATKD.WMNB",              563
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143422336,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564143431232,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173130744,        420,        165,     14, "\_SB.ATKD.WMNB",              564
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173130748,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173134990,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173135984,        420,        165,     14, "\_SB.ATKD.WMNB",              565
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173135986,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    3,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173139737,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173143507,        420,        165,     14, "\_SB.ATKD.WMNB",              566
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173143512,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173147879,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173150335,        420,        165,     14, "\_SB.ATKD.WMNB",              567
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173150340,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173152924,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173288302,        420,        165,     14, "\_SB.ATKD.WMNB",              568
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173288308,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564173298666,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193192797,        420,        165,     14, "\_SB.ATKD.WMNB",              569
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193192804,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193199374,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193201459,        420,        165,     14, "\_SB.ATKD.WMNB",              570
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193201464,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193205470,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193206458,        420,        165,     14, "\_SB.ATKD.WMNB",              571
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193206462,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193210689,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193211927,        420,        165,     14, "\_SB.ATKD.WMNB",              572
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193211931,        420,        165,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193216269,        420,        165,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193340733,        420,        180,     14, "\_SB.ATKD.WMNB",              573
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193340741,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564193353366,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213265261,        420,        180,     14, "\_SB.ATKD.WMNB",              574
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213265266,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213270671,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213272144,        420,        180,     14, "\_SB.ATKD.WMNB",              575
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213272146,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213276486,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213277160,        420,        180,     14, "\_SB.ATKD.WMNB",              576
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213277217,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213280248,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213280771,        420,        180,     14, "\_SB.ATKD.WMNB",              577
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213280773,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    9,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213283099,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213424597,        420,        180,     14, "\_SB.ATKD.WMNB",              578
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213424603,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564213434874,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243114795,        420,        180,     14, "\_SB.ATKD.WMNB",              579
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243114799,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243119139,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243120013,        420,        180,     14, "\_SB.ATKD.WMNB",              580
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243120015,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243123241,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243123762,        420,        180,     14, "\_SB.ATKD.WMNB",              581
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243123764,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243126638,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243127818,        420,        180,     14, "\_SB.ATKD.WMNB",              582
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243127820,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243130385,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243271767,        420,        180,     14, "\_SB.ATKD.WMNB",              583
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243271777,        420,        180,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x00003008,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564243284974,        420,        180,     14, "\_SB.ATKD.WMNB", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263175220,          0,          0,     14, "\_SB.ATKD.WMNB",              584
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263175224,          0,          0,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263179954,          0,          0,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263181044,          0,          0,     14, "\_SB.ATKD.WMNB",              585
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263181046,          0,          0,     14, "\_SB.ATKD.WMNB", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263184559,          0,          0,     14, "\_SB.ATKD.WMNB", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,           23,          0,         16,          3,          0,        121, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263185185,          0,          0,     14, "\_SB.ATKD.WMNB",              586
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00001BF4, 0x000026BC,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024564263185187,          0,          0,     14, "\_SB.ATKD.WMNB", "started ",                0
