  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048512025,       9510,          0,     24, "\_SB.PC00.LPCB.BAT0._BIF", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048512072,       9510,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048513337,       9510,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048513370,       9510,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048515732,       9510,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048516193,       9510,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048517441,       9510,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048517465,       9510,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028048518416,       9510,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028058617450,       8685,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028058618928,       8685,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028058618986,       8685,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028058620724,       8685,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028189036980,       7185,          0,     19, "\_SB.PC00.GFX0._PS0", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028189037287,        450,          0,     19, "\_SB.PC00.GFX0._PS0", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028189142792,       7185,          0,     19, "\_SB.PC00.GFX0._DOS", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028189143618,       7185,          0,     19, "\_SB.PC00.GFX0._DOS", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000014,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028204517880,       5985,          0,     19, "\_SB.PC00.GFX0._PS3", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                   12,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028204518149,        450,          0,     19, "\_SB.PC00.GFX0._PS3", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028231185769,       8775,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028231187359,       8775,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028231187416,       8775,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028231189056,       8775,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00004A80,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028404110564,      18900,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00004A80,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028404112317,      18900,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00004A80,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028404112401,      18900,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00004A80,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028404114393,      18900,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000000, 0x00000000,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427219077,   11969340,          0,     10, "\_GPE._L02", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427227218,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427233829,        450,          0,     10, "\_GPE._L02", "finished ",                2
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427234024,        450,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427234179,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427234398,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427234519,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BIF", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427239513,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BIF", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427239581,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427240874,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427240912,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427242491,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427242721,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427244165,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427244214,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028427245523,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028437341862,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028437343743,       8850,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028437343850,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028437346021,       8850,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028491533208,       7215,          0,     19, "\_SB.PC00.GFX0._PS0", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028491533510,        450,          0,     19, "\_SB.PC00.GFX0._PS0", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028491639741,       7215,          0,     19, "\_SB.PC00.GFX0._DOS", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028491640636,       7215,          0,     19, "\_SB.PC00.GFX0._DOS", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000014,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028506981650,       6000,          0,     19, "\_SB.PC00.GFX0._PS3", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028506981782,        450,          0,     19, "\_SB.PC00.GFX0._PS3", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028640950329,       9060,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028640952119,       9060,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028640952225,       9060,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028640954943,       9060,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028815857086,       7230,          0,     19, "\_SB.PC00.GFX0._PS0", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028815857483,        450,          0,     19, "\_SB.PC00.GFX0._PS0", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028815963210,       7230,          0,     19, "\_SB.PC00.GFX0._DOS", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028815964241,       7230,          0,     19, "\_SB.PC00.GFX0._DOS", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000014,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028831453342,       6000,          0,     19, "\_SB.PC00.GFX0._PS3", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028831453552,        450,          0,     19, "\_SB.PC00.GFX0._PS3", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028832866977,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028832868891,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028832869088,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028832871296,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836334398,   13753380,          0,     10, "\_GPE._L02", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836342551,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836350298,        450,          0,     10, "\_GPE._L02", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x0000022C,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836350492,        450,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "finished ",                1
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836350999,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836351234,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._STA", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836351347,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BIF", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836355692,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BIF", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836355755,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836357152,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836357193,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836358794,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836359047,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836360359,       9540,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836360395,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00005138,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028836361553,       9540,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028846452709,       9225,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028846454587,       9225,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028846454689,       9225,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000054BC,                    5,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024028846456910,       9225,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000016C0,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024029005817050,      10590,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000016C0,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024029005819334,      10590,          0,     24, "\_SB.PC00.LPCB.BAT0._BST", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000016C0,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024029005819431,      10590,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "started ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x000016C0,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024029005821869,      10590,          0,     24, "\_SB.PC00.LPCB.ADP0._PSR", "finished ",                0
Microsoft-Windows-Kernel-Acpi ,          0,            7,          0,         16,          4,          0,        105, 0x0000000000000001, 0x00000004, 0x00000010,                    4,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134024029129686616,       7245,          0,     19, "\_SB.PC00.GFX0._PS0", "started ",                0
